"show_id","type","title","director","listed_in","description","country","date_added","rating"
"s4592","Movie","My Suicide","David Lee Miller","Comedies, Dramas, Independent Movies","After declaring that he's going to film himself committing suicide for a school project, Archie videotapes reactions from friends and family.","United States","October 1, 2018","TV-MA"
"s4593","Movie","Naan Sigappu Manithan","Thiru","Action & Adventure, Dramas, International Movies","After his sleeping disorder hinders him from protecting his girlfriend, a man sets out to take revenge on the thugs who attacked her.","India","October 1, 2018","TV-14"
"s4594","Movie","Nasha","Amit Saxena","Dramas, International Movies, Romantic Movies","A teenage boy becomes smitten with his new drama teacher and pursues her, despite the perilous risks of being found out.","India","October 1, 2018","TV-14"
"s4596","Movie","Needhi Singh","Jaivi Dhanda","Action & Adventure, Dramas, International Movies","When her friend’s rapist evades punishment from the law, a determined young woman takes revenge into her own hands in this story based on real events.","India","October 1, 2018","TV-14"
"s4597","Movie","Peace Haven","Suman Ghosh","Comedies, Dramas, Independent Movies","Complications around the cremation of their deceased friend inspire three septuagenarian friends to build their own mortuary.","India, United States","October 1, 2018","TV-14"
"s4603","Movie","Saadey CM Saab","Vipin Parashar","Comedies, Dramas, International Movies","Three old friends who have always hated politics are in for a shock when the friend who dislikes politics the most is somehow elected head minister.","India","October 1, 2018","TV-PG"
"s4604","Movie","Sat Shri Akaal England","Vikram Pradhan","Comedies, Dramas, International Movies","After several failed attempts to obtain a visa, a man desperate to escape Punjab pays a British woman to marry him so he can move to England.","India","October 1, 2018","TV-14"
"s4610","Movie","Tiger","Sartaj Singh Pannu","Action & Adventure, Dramas, International Movies","Imprisoned for drug smuggling as a child, a young man uses the law he studied while in jail to take revenge on those who wronged him.","India","October 1, 2018","TV-14"
"s4611","Movie","Udaan","Vikramaditya Motwane","Dramas, Independent Movies, International Movies","Upon returning to his industrial hometown, a young man must decide whether to follow his own dreams or acquiesce to his father's plans for his future.","India","October 1, 2018","TV-MA"
"s4614","Movie","We Are Family","Sidharth Malhotra","Dramas, International Movies","A divorced mother of three children runs a happy household – until her former husband brings his new career-oriented girlfriend into the picture.","India, Australia","October 1, 2018","TV-14"
"s4616","Movie","Zindagi Kitni Haseen Hay","Anjum Shahzad","Dramas, International Movies, Romantic Movies","Two young parents struggle to keep their marriage afloat and their son protected amidst financial woes, career goals and clashes of ego.","Pakistan","October 1, 2018","TV-14"
"s4617","Movie","Big Miracle","Ken Kwapis","Children & Family Movies, Dramas","After a reporter writes about whales trapped in the Arctic Circle, the U.S. and U.S.S.R. team up to rescue them in this tale inspired by true events.","United States, United Kingdom","September 30, 2018","PG"
"s4618","Movie","Paradise Lost","Monique Gardenberg","Dramas, Independent Movies, International Movies","A cop moonlights as the bodyguard for a young drag queen at a nightclub, and grows closer to the family of misfit singers that perform there.","Brazil","September 29, 2018","TV-MA"
"s4620","Movie","Hold the Dark","Jeremy Saulnier","Action & Adventure, Dramas","In the grim Alaskan winter, a naturalist hunts for wolves blamed for killing a local boy, but he soon finds himself swept into a chilling mystery.","United States","September 28, 2018","TV-MA"
"s4623","TV Show","Reboot: The Guardian Code",NULL,"Kids' TV","Four tech-savvy teens hone their skills as cyber-superheroes in a series of secret missions to save the world.","Canada","September 28, 2018","TV-Y7"
"s4624","TV Show","Skylanders Academy",NULL,"Kids' TV, TV Comedies","Travel the vast Skylander universe in this animated series as a ragtag group of academy graduates build trust and heart in their fight against evil.","South Korea, United States","September 28, 2018","TV-Y7"
"s4635","TV Show","Transformers: Rescue Bots",NULL,"Kids' TV","Follow the adventure of four young transformers, Heatwave, Chase, Blades and Boulder, and their human counterparts: a family of emergency responders.","Canada, United States","September 19, 2018","TV-Y7"
"s4694","Movie","Pad Man","R. Balki","Dramas, International Movies, Romantic Movies","Despite public humiliation and resistance, an entrepreneur markets a hygienic, low-cost sanitary pad that even India's poorest women can afford.","India","August 21, 2018","PG-13"
"s4641","TV Show","Super Monsters Monster Party",NULL,"Kids' TV","Sing along and move to this groovy collection of music videos featuring monster friends Katya, Lobo, Zoe, Drac, Cleo and Frankie!",NULL,"September 14, 2018","TV-Y"
"s4642","Movie","The Angel","Ariel Vromen","Dramas, International Movies, Thrillers","As his country prepares for war, top Egyptian official Ashraf Marwan makes contact with Israel and wades into a shadowy game of high-stakes espionage.","Israel, United States","September 14, 2018","TV-MA"
"s4643","Movie","The Land of Steady Habits","Nicole Holofcener","Comedies, Dramas, Independent Movies","After leaving his wife and his job to find happiness, Anders begins a clumsy, heartbreaking quest to reassemble the pieces of his fractured life.","United States","September 14, 2018","TV-MA"
"s4647","Movie","On My Skin","Alessio Cremonini","Dramas, International Movies","Arrested in Rome for a drug-related offense, Stefano Cucchi endures a harrowing week in custody that changes his family forever. Based on true events.","Italy","September 12, 2018","TV-MA"
"s4649","TV Show","If I were an Animal",NULL,"Docuseries, Kids' TV, Science & Nature TV","Curious kids Emma and her big brother Tim observe different animals as they make their way through various life milestones, from birth to adulthood.",NULL,"September 11, 2018","TV-G"
"s4650","Movie","The Resistance Banker","Joram Lürsen","Dramas, International Movies","Risking his family and future, a banker in occupied Amsterdam slows the Nazi war machine by creating an underground bank to fund the resistance.","Netherlands","September 11, 2018","TV-MA"
"s4652","TV Show","Transformers Prime",NULL,"Kids' TV","With the help of three human allies, the Autobots once again protect Earth from the onslaught of the Decepticons and their leader, Megatron.","United States","September 8, 2018","TV-Y7"
"s4653","TV Show","Transformers: Robots in Disguise",NULL,"Kids' TV","When a prison ship crash unleashes hundreds of Decepticons on Earth, Bumblebee leads a new Autobot force to protect humankind.","United States","September 8, 2018","TV-Y7"
"s4659","TV Show","Stretch Armstrong & the Flex Fighters",NULL,"Kids' TV","Jake Armstrong and his best friends are unexpectedly transformed into superheroes who learn to reach far beyond the limits of any ordinary teenager.","United States","September 7, 2018","TV-Y7"
"s4660","Movie","The Most Assassinated Woman in the World","Franck Ribière","Dramas, International Movies, Thrillers","In 1930s Paris, an actress famous for her gory death scenes at the Grand Guignol Theater contends with a mysterious stalker and ghosts from her past.","Belgium, United Kingdom, United States","September 7, 2018","TV-MA"
"s4661","Movie","PK","Rajkumar Hirani","Comedies, Dramas, International Movies","Aamir Khan teams with director Rajkumar Hirani to play a social crusader in a political satire on the state of corruption in India.","India","September 6, 2018","TV-14"
"s4666","Movie","Carbon","Olivier Marchal","Dramas, International Movies, Thrillers","On the verge of losing his business, an entrepreneur launches a carbon tax scam that thrusts him into a web of criminals, intrigue and murder.","France, Belgium","September 1, 2018","TV-MA"
"s4667","Movie","Garbage","Qaushiq Mukherjee","Dramas, Independent Movies, International Movies","The lives of a fundamentalist online troll and a woman reeling from a sex tape gone viral become dangerously intertwined in this provocative thriller.","India","September 1, 2018","TV-MA"
"s4668","Movie","​​Kuch Bheege Alfaaz","Onir","Dramas, Independent Movies, International Movies","After accidentally connecting over the Internet, two strangers form a tight friendship – not knowing they already share a bond.","India","September 1, 2018","TV-14"
"s4669","Movie","Love and Shukla","Jatla Siddartha","Dramas, Independent Movies, International Movies","A sexually inexperienced rickshaw driver struggles to build intimacy with his shy new wife in their tiny, overcrowded quarters.","India","September 1, 2018","TV-MA"
"s4670","Movie","Once Again","Kanwal Sethi","Dramas, Independent Movies, International Movies","After a chance phone call leads to daily conversations, a widowed restaurant owner and a lonely film actor plan to finally meet in person.","India, Germany, Austria","September 1, 2018","TV-PG"
"s4672","Movie","Sparring","Samuel Jouy","Dramas, International Movies, Sports Movies","A middle-aged boxer with a mixed record becomes a champion's sparring partner while dreaming of one last chance to end his career with a victory.","France","September 1, 2018","TV-MA"
"s4691","Movie","Bareilly Ki Barfi","Ashwiny Iyer Tiwari","Comedies, Dramas, International Movies","When she falls in love with the author of a novel she adores, bohemian Bitti enlists the help of a local printer to find her new object of affection.","India","August 21, 2018","TV-14"
"s4692","Movie","Mersal","Atlee Kumar","Action & Adventure, Dramas, International Movies","A detective arrests a doctor for crimes targeting medical professionals but later finds the real culprit in a tale of revenge, corruption and magic.","India","August 21, 2018","TV-14"
"s4693","Movie","Mom","Ravi Udyawar","Dramas, International Movies, Thrillers","After her stepdaughter is sexually assaulted at a party, a furious mother sets out to destroy the lives of the four perpetrators who walked away free.","India","August 21, 2018","TV-14"
